iso,year,gdp_pc_ppp,population,reserves_oil,reserves_gas,reserves_coal,coc,hdi,emissions_total,log_gdp_pc_ppp
ARE,1976,103766.654037947,637926.0,4.586560989157614,569.387360753776,0.0,-0.01,0.474,63660976.20830301,11.549899946058535
ARE,1977,109318.635675083,735347.0,4.586560989157614,569.387360753776,0.0,-0.01,0.474,65303639.16730514,11.602022159860605
ARE,1978,94683.6793247567,835498.0,4.586560989157614,569.387360753776,0.0,-0.01,0.474,71530458.27109906,11.458296923506122
ARE,1979,102668.63180644,931752.0,4.586560989157614,569.387360753776,0.0,-0.01,0.474,57150202.82855064,11.539261914076233
ARE,1980,116232.75297577,1019507.0,4.586560989157614,569.387360753776,0.0,-0.01,0.474,60131592.03480274,11.663349950944195
ARE,1981,113095.337311238,1096602.0,4.408903063926598,536.4585510513386,0.0,-0.01,0.474,55813908.43725958,11.635986435005385
ARE,1982,99319.6142653996,1164816.0,4.391752827342881,565.2099559071991,0.0,-0.01,0.474,54216346.70945528,11.50609835585902
ARE,1983,89704.03867115891,1228457.0,4.1872721212796895,658.7891509430123,0.0,-0.01,0.474,51826217.28268091,11.404271071237998
ARE,1984,88583.37854059061,1293970.0,3.9735526498686,683.2078765350046,0.0,-0.01,0.474,65965899.38122948,11.391699517871878
ARE,1985,80886.4664441653,1366165.0,3.7810264919876513,662.6491646323833,0.0,-0.01,0.474,68798492.35499506,11.300801801588511
ARE,1986,64972.4226048589,1446386.0,3.62627945860402,642.1460384710582,0.0,-0.01,0.474,69385221.28120664,11.081718191233248
ARE,1987,63352.2940320065,1533526.0,3.4264427828695228,1931.45553450023,0.0,-0.01,0.474,73468200.67797819,11.056466397122161
ARE,1988,58146.7964800484,1627068.0,9.586246719518364,3541.627516489784,0.0,-0.01,0.474,73009999.50311475,10.970726065802411
ARE,1989,61588.0867298091,1725676.0,9.038472620256238,3306.680948219712,0.0,-0.01,0.474,82782424.05159351,11.028223733574594
ARE,1990,68780.5885485528,1828437.0,8.530496417122006,3109.7672164805244,0.0,-0.01,0.474,85095210.98813339,11.138676840921917
ARE,1991,65478.7069202228,1937159.0,8.051316561829692,2929.386137121424,0.0,-0.01,0.493,94421239.19430976,11.089480283584262
ARE,1992,63853.890761015,2052892.0,7.597418831383942,2749.067286540159,0.0,-0.01,0.499,93267348.72569558,11.06435279556368
ARE,1993,61081.371599543396,2173135.0,7.177041619410412,2666.018116683961,0.0,-0.01,0.509,100127117.37722494,11.019962214868643
ARE,1994,61843.2137119288,2294377.0,6.797784470293001,2525.1374468973495,0.0,-0.01,0.528,106079815.27564816,11.03235765008579
ARE,1995,62681.609067580306,2415099.0,6.457987991215865,2398.9150258436607,0.0,-0.01,0.544,112682839.73063856,11.045823367288836
ARE,1996,63076.6064636338,2539121.0,6.142551040142413,2281.7413112648037,0.0,-0.01,0.545,118381611.34005556,11.052105242287325
