iso,year,log_gdp_pc_ppp,coc,hdi,reserves_coal,reserves_gas,reserves_oil,length_sequence,carbon_pricing
ESP,2004,10.32370165283933,1.36,0.726,0.028472797838782888,0.06201448468200205,0.0005838645815403218,6.333333333333333,1.0
ESP,2005,10.342677426013397,1.34,0.7390000000000001,0.028472797838782888,0.05838093489462561,0.0005740839181748175,6.333333333333333,1.0
ESP,2006,10.365981886814684,1.19,0.745,0.028472797838782888,0.057402385040412014,0.000564461432076397,6.333333333333333,1.0
ESP,2007,10.3828834672316,1.09,0.752,0.028472797838782888,0.0563495942881481,0.0005273009254232954,6.333333333333333,1.0
ESP,2008,10.375762493935074,1.19,0.759,0.028472797838782888,0.05545776475338243,0.0005189554786646719,6.333333333333333,1.0
ESP,2009,10.328546437293443,1.06,0.765,0.028221717619065882,0.0549687243774371,0.0005143792000585353,6.333333333333333,1.0
ESP,2010,10.32557112937667,1.17,0.7809999999999999,0.028092081144864587,0.054716225514121294,0.0005120163989420993,6.333333333333333,1.0
ESP,2011,10.313840669515466,1.17,0.795,0.027992436337167283,0.054522142785214125,0.0005102002367522153,6.333333333333333,1.0
ESP,2012,10.283150245922712,1.18,0.8029999999999999,0.027974267877092902,0.054486755248294126,0.0005098690918486523,6.666666666666667,1.0
ESP,2013,10.271968979348548,0.93,0.804,0.028066081231796318,0.054665584299629054,0.0005115425151528076,6.666666666666667,1.0
ESP,2014,10.288702683724198,0.69,0.816,0.028150110619673693,0.05482925216436297,0.0005130740650712495,6.666666666666667,1.0
ESP,2015,10.327113149979278,0.67,0.8270000000000001,0.028171960445459245,0.05487181006489592,0.0005134723078735018,6.666666666666667,1.0
ESP,2016,10.356142106800934,0.61,0.8320000000000001,0.02814818485527362,0.05482550126535843,0.0005130389653950009,6.666666666666667,1.0
ESP,2017,10.382293076424153,0.55,0.836,0.028082230004372304,0.05469703799924951,0.0005118368485038701,6.666666666666667,1.0
ESP,2018,10.402733853411853,0.65,0.838,0.02795950356933796,0.05445799813384206,0.0005095999922525568,6.666666666666667,1.0
ESP,2019,10.402733853411853,0.7,0.831,0.02776032730506172,0.054070053455161984,0.0005059697338511389,6.666666666666667,1.0
ESP,2020,10.402733853411853,0.74,0.831,0.02776032730506172,0.053821069955298416,0.0005036398283469072,6.666666666666667,1.0
FRA,1988,10.328899200033693,1.25,0.631,0.0,0.5749144508488765,0.0005865978508822426,0.0,0.0
FRA,1989,10.36600219423488,1.25,0.631,0.0,0.5766950161838414,0.0005653451149606523,0.0,0.0
FRA,1990,10.389735363902068,1.25,0.631,0.0,0.5737685787189428,0.0005184375172521715,0.0,0.0
FRA,1991,10.394620982772716,1.25,0.653,0.0,0.6402302868703592,0.0005016366712275826,1.0,0.0
