,Coef.,Std.Err.,P>|t|,nobs,rsq,rsq_adj
Intercept,-0.3321351466039516,0.7592397420057155,0.6800296610185004,7.0,2.078483538414666e-05,-0.19997505819753902
year_adoption,0.008354167699500481,0.844440953174815,0.9924891471485954,7.0,2.078483538414666e-05,-0.19997505819753902
