,Coef.,Std.Err.,P>|t|,nobs,rsq,rsq_adj
Intercept,-0.8919314919879758,0.31803747033198204,0.023038004288895682,10.0,0.12840551394768274,0.01945620319114305
year_adoption,0.5694381334632456,0.4173790224480289,0.20960783769268074,10.0,0.12840551394768274,0.01945620319114305
