,Coef.,Std.Err.,P>|t|,nobs,rsq,rsq_adj
Intercept,6.938893903907228e-16,0.22236333187266902,0.9999999999999976,15.0,0.3112954988931874,0.2583182295772788
year_adoption,-0.5579386157035444,0.20195270201104792,0.01614068574957599,15.0,0.3112954988931874,0.2583182295772788
