,average_treated,average_control,ATE
0,4.333333333333333,5.066666666666666,-0.7333333333333334
1,4.333333333333333,4.0,0.33333333333333304
2,4.333333333333333,2.533333333333333,1.7999999999999998
3,4.333333333333333,2.8666666666666667,1.4666666666666663
4,4.333333333333333,3.6666666666666665,0.6666666666666665
5,4.333333333333333,3.6666666666666665,0.6666666666666665
6,4.333333333333333,2.0,2.333333333333333
7,4.333333333333333,2.7333333333333334,1.5999999999999996
8,4.333333333333333,4.333333333333333,0.0
9,4.333333333333333,3.4,0.9333333333333331
10,4.333333333333333,4.066666666666666,0.2666666666666666
11,4.333333333333333,3.6,0.733333333333333
12,4.333333333333333,2.2666666666666666,2.0666666666666664
13,4.333333333333333,3.533333333333333,0.7999999999999998
14,4.333333333333333,4.4,-0.06666666666666732
15,4.333333333333333,4.4,-0.06666666666666732
16,4.333333333333333,4.533333333333333,-0.20000000000000018
17,4.333333333333333,3.0,1.333333333333333
18,4.333333333333333,4.0,0.33333333333333304
19,4.333333333333333,3.2666666666666666,1.0666666666666664
20,4.333333333333333,3.6666666666666665,0.6666666666666665
21,4.333333333333333,3.2666666666666666,1.0666666666666664
22,4.333333333333333,3.3333333333333335,0.9999999999999996
23,4.333333333333333,2.933333333333333,1.4
24,4.333333333333333,3.3333333333333335,0.9999999999999996
25,4.333333333333333,3.2,1.1333333333333329
26,4.333333333333333,3.466666666666667,0.8666666666666663
27,4.333333333333333,3.4,0.9333333333333331
28,4.333333333333333,3.533333333333333,0.7999999999999998
29,4.333333333333333,3.7333333333333334,0.5999999999999996
30,4.333333333333333,2.933333333333333,1.4
31,4.333333333333333,4.933333333333334,-0.6000000000000005
32,4.333333333333333,3.3333333333333335,0.9999999999999996
33,4.333333333333333,3.0,1.333333333333333
34,4.333333333333333,4.2,0.13333333333333286
35,4.333333333333333,3.4,0.9333333333333331
36,4.333333333333333,2.8666666666666667,1.4666666666666663
37,4.333333333333333,3.066666666666667,1.2666666666666662
38,4.333333333333333,2.1333333333333333,2.1999999999999997
39,4.333333333333333,3.6666666666666665,0.6666666666666665
40,4.333333333333333,3.466666666666667,0.8666666666666663
41,4.333333333333333,3.6,0.733333333333333
42,4.333333333333333,3.533333333333333,0.7999999999999998
43,4.333333333333333,2.8,1.5333333333333332
44,4.333333333333333,3.6666666666666665,0.6666666666666665
45,4.333333333333333,2.4,1.9333333333333331
46,4.333333333333333,3.2666666666666666,1.0666666666666664
47,4.333333333333333,3.6666666666666665,0.6666666666666665
48,4.333333333333333,4.4,-0.06666666666666732
49,4.333333333333333,3.7333333333333334,0.5999999999999996
50,4.333333333333333,2.8666666666666667,1.4666666666666663
51,4.333333333333333,3.8666666666666667,0.46666666666666634
52,4.333333333333333,2.533333333333333,1.7999999999999998
53,4.333333333333333,3.3333333333333335,0.9999999999999996
54,4.333333333333333,2.533333333333333,1.7999999999999998
55,4.333333333333333,3.533333333333333,0.7999999999999998
56,4.333333333333333,3.3333333333333335,0.9999999999999996
57,4.333333333333333,2.933333333333333,1.4
58,4.333333333333333,3.2666666666666666,1.0666666666666664
59,4.333333333333333,3.6,0.733333333333333
60,4.333333333333333,3.2666666666666666,1.0666666666666664
61,4.333333333333333,1.8666666666666667,2.4666666666666663
62,4.333333333333333,3.2,1.1333333333333329
63,4.333333333333333,3.066666666666667,1.2666666666666662
64,4.333333333333333,3.8,0.5333333333333332
65,4.333333333333333,3.7333333333333334,0.5999999999999996
66,4.333333333333333,2.7333333333333334,1.5999999999999996
67,4.333333333333333,4.2,0.13333333333333286
68,4.333333333333333,3.2,1.1333333333333329
69,4.333333333333333,3.533333333333333,0.7999999999999998
70,4.333333333333333,3.066666666666667,1.2666666666666662
71,4.333333333333333,4.0,0.33333333333333304
72,4.333333333333333,3.533333333333333,0.7999999999999998
