,Coef.,Std.Err.,P>|t|,nobs,rsq,rsq_adj
Intercept,0.04789723544017077,0.3367588905855695,0.8915541010170301,8.0,0.17163120567375878,0.0335697399527185
year_adoption,-0.47540783655290436,0.3138565713898025,0.1806164742931026,8.0,0.17163120567375878,0.0335697399527185
