,Coef.,Std.Err.,P>|t|,nobs,rsq,rsq_adj
Intercept,-5.551115123125783e-17,0.2053425923587604,0.9999999999999998,15.0,0.41269370384713333,0.367516296450759
length_sequence,0.642412409474734,0.15911380922811388,0.001409242998689915,15.0,0.41269370384713333,0.367516296450759
