,ATE
0,-1.4999999999999996
1,-0.916666666666667
2,0.583333333333333
3,-1.0833333333333335
4,-1.2500000000000004
5,0.16666666666666696
6,0.5833333333333335
7,-1.416666666666667
8,1.0
9,2.3333333333333335
10,0.75
11,0.3333333333333335
12,0.75
13,0.0
14,1.1666666666666665
15,0.666666666666667
16,-0.9166666666666665
17,0.5
18,0.3333333333333335
19,-0.916666666666667
20,-1.666666666666667
21,0.41666666666666696
22,-1.4999999999999996
23,0.5
24,-1.083333333333333
25,-0.6666666666666665
26,-1.333333333333333
27,-0.7499999999999996
28,-0.75
29,1.2500000000000004
30,0.666666666666667
31,0.08333333333333348
32,-1.5000000000000004
33,-0.916666666666667
34,0.0
35,-0.916666666666667
36,0.5
37,-0.6666666666666665
38,-1.083333333333333
39,0.4166666666666665
40,-0.16666666666666652
41,0.0
42,1.1666666666666665
43,-0.75
44,-1.25
45,0.8333333333333335
46,-1.0000000000000004
47,-1.833333333333333
48,0.33333333333333304
49,-0.6666666666666665
50,0.3333333333333335
51,0.16666666666666652
52,1.5
53,-0.08333333333333304
54,1.0
55,0.0
56,1.4166666666666665
57,-0.33333333333333304
58,0.49999999999999956
59,0.8333333333333335
60,-0.16666666666666652
61,-0.3333333333333335
62,0.16666666666666652
63,1.5
64,0.75
65,-0.4166666666666665
66,0.08333333333333304
67,0.666666666666667
68,0.8333333333333335
69,0.25
70,-0.16666666666666696
71,-2.4166666666666665
72,0.4166666666666665
73,0.0
74,0.16666666666666652
75,1.0
76,0.6666666666666665
77,0.4166666666666665
78,-2.583333333333333
79,0.0
80,-1.9166666666666665
81,0.8333333333333335
82,-0.583333333333333
83,-0.583333333333333
84,-0.3333333333333335
85,-0.41666666666666696
86,-0.25
87,-1.5833333333333335
88,-0.5
89,-0.4166666666666665
90,0.75
91,-0.41666666666666696
92,-1.083333333333333
93,-1.0833333333333335
94,0.916666666666667
95,-1.083333333333333
96,0.41666666666666696
97,0.3333333333333335
98,0.5
99,-1.5833333333333335
100,1.083333333333333
101,-1.2499999999999996
102,-1.25
103,-1.25
104,1.3333333333333335
105,1.8333333333333333
106,-0.8333333333333335
107,-1.25
108,0.0
109,-0.08333333333333348
110,0.9166666666666665
