,Coef.,Std.Err.,P>|t|,nobs,rsq,rsq_adj
Intercept,-0.2962205327039645,0.3409145396797104,0.4182981009688091,8.0,0.32988903218701304,0.2182038708848485
length_sequence,0.5869676763936561,0.3620812633244251,0.1561244501250277,8.0,0.32988903218701304,0.2182038708848485
