,Coef.,Std.Err.,P>|t|,nobs,rsq,rsq_adj
Intercept,-0.73662113609344,0.5927679258819868,0.3022651311090753,8.0,0.5075206467614881,-0.14911849088986107
log_gdp_pc_ppp,-0.9203104475246728,1.0220035244745316,0.43422486413896877,8.0,0.5075206467614881,-0.14911849088986107
reserves_coal,-1.0136837216819121,0.8141076959754778,0.30147598655820024,8.0,0.5075206467614881,-0.14911849088986107
reserves_oil,0.390001453038684,0.45109679012770526,0.4508734811050569,8.0,0.5075206467614881,-0.14911849088986107
length_sequence,1.0998046505711099,0.8088900880384428,0.26710977777775785,8.0,0.5075206467614881,-0.14911849088986107
