,average_treated,average_control,ATE
0,4.866666666666666,5.04,-0.17333333333333378
1,4.866666666666666,3.9588888888888887,0.9077777777777776
2,4.866666666666666,2.1899999999999995,2.6766666666666667
3,4.866666666666666,3.265555555555556,1.60111111111111
4,4.866666666666666,3.787777777777778,1.0788888888888883
5,4.866666666666666,3.907777777777778,0.9588888888888882
6,4.866666666666666,2.3866666666666663,2.48
7,4.866666666666666,3.2977777777777777,1.5688888888888886
8,4.866666666666666,3.9122222222222223,0.954444444444444
9,4.866666666666666,3.3766666666666665,1.4899999999999998
10,4.866666666666666,4.057777777777777,0.8088888888888892
11,4.866666666666666,3.5155555555555553,1.351111111111111
12,4.866666666666666,2.4777777777777774,2.388888888888889
13,4.866666666666666,3.801111111111111,1.0655555555555551
14,4.866666666666666,4.2155555555555555,0.6511111111111108
15,4.866666666666666,4.107777777777778,0.7588888888888885
16,4.866666666666666,4.441111111111111,0.42555555555555546
17,4.866666666666666,3.1199999999999997,1.7466666666666666
18,4.866666666666666,3.6311111111111116,1.2355555555555546
19,4.866666666666666,3.1944444444444446,1.6722222222222216
20,4.866666666666666,3.2822222222222215,1.5844444444444448
21,4.866666666666666,3.2733333333333334,1.5933333333333328
22,4.866666666666666,3.5488888888888885,1.3177777777777777
23,4.866666666666666,3.3077777777777775,1.5588888888888888
24,4.866666666666666,3.0577777777777775,1.8088888888888888
25,4.866666666666666,3.5,1.3666666666666663
26,4.866666666666666,3.6422222222222222,1.224444444444444
27,4.866666666666666,3.2999999999999994,1.5666666666666669
28,4.866666666666666,3.7111111111111112,1.155555555555555
29,4.866666666666666,3.795555555555555,1.0711111111111111
30,4.866666666666666,2.8933333333333335,1.9733333333333327
31,4.866666666666666,4.847777777777778,0.01888888888888829
32,4.866666666666666,3.2022222222222214,1.6644444444444448
33,4.866666666666666,3.0077777777777777,1.8588888888888886
34,4.866666666666666,4.222222222222222,0.6444444444444439
35,4.866666666666666,3.1977777777777776,1.6688888888888886
36,4.866666666666666,2.8933333333333326,1.9733333333333336
37,4.866666666666666,3.203333333333333,1.663333333333333
38,4.866666666666666,2.686666666666667,2.1799999999999993
39,4.866666666666666,3.768888888888889,1.097777777777777
40,4.866666666666666,3.637777777777778,1.2288888888888883
41,4.866666666666666,3.4555555555555553,1.411111111111111
42,4.866666666666666,3.6311111111111116,1.2355555555555546
43,4.866666666666666,2.8388888888888886,2.0277777777777777
44,4.866666666666666,3.5688888888888886,1.2977777777777777
45,4.866666666666666,2.7066666666666666,2.1599999999999997
46,4.866666666666666,3.423333333333333,1.4433333333333334
47,4.866666666666666,3.4899999999999998,1.3766666666666665
48,4.866666666666666,4.095555555555555,0.7711111111111109
49,4.866666666666666,3.565555555555555,1.301111111111111
50,4.866666666666666,2.667777777777778,2.1988888888888884
51,4.866666666666666,3.933333333333333,0.9333333333333331
52,4.866666666666666,2.591111111111111,2.275555555555555
53,4.866666666666666,3.572222222222222,1.2944444444444443
54,4.866666666666666,2.815555555555555,2.051111111111111
55,4.866666666666666,3.1199999999999997,1.7466666666666666
56,4.866666666666666,3.462222222222222,1.4044444444444442
57,4.866666666666666,3.2066666666666666,1.6599999999999997
58,4.866666666666666,3.6533333333333338,1.2133333333333325
59,4.866666666666666,3.6855555555555557,1.1811111111111106
60,4.866666666666666,3.0733333333333333,1.793333333333333
61,4.866666666666666,2.0966666666666667,2.7699999999999996
62,4.866666666666666,3.2766666666666664,1.5899999999999999
63,4.866666666666666,3.17,1.6966666666666663
64,4.866666666666666,3.6911111111111112,1.175555555555555
65,4.866666666666666,4.016666666666667,0.8499999999999996
66,4.866666666666666,2.676666666666667,2.189999999999999
67,4.866666666666666,4.055555555555555,0.8111111111111109
68,4.866666666666666,3.3333333333333335,1.5333333333333328
69,4.866666666666666,3.3266666666666675,1.5399999999999987
