,Coef.,Std.Err.,P>|t|,nobs,rsq,rsq_adj
Intercept,0.21583910262458433,0.3235329773873495,0.5197845531053751,12.0,0.25484659245180563,0.18033125169698616
year_adoption,-0.5309217610406652,0.20625195768194118,0.02769322091936678,12.0,0.25484659245180563,0.18033125169698616
