,Coef.,Std.Err.,P>|t|,nobs,rsq,rsq_adj
Intercept,-0.7087052303338912,0.2635996959698664,0.03612156787419671,8.0,0.07999587944087383,-0.07333814065231392
length_sequence,0.24150386134728424,0.20555285613779997,0.28454586243425223,8.0,0.07999587944087383,-0.07333814065231392
