,Coef.,Std.Err.,P>|t|,nobs,rsq,rsq_adj
Intercept,-0.46961357405762544,0.2816463786066881,0.13399496818264528,10.0,0.035056262234493984,-0.08556170498619431
length_sequence,0.15621621534933974,0.1903482400341938,0.4355953134913578,10.0,0.035056262234493984,-0.08556170498619431
